name,nationality,fastestLapTime
"Haas F1 Team",American,01:45.0
Mercedes,German,01:45.0
"Force India",Indian,01:45.1
Sauber,Swiss,01:45.1
Mercedes,German,01:45.1
Williams,British,01:45.1
McLaren,British,01:45.1
Lotus,Malaysian,01:45.1
Sauber,Swiss,01:45.1
Ferrari,Italian,01:45.1
"Lotus F1",British,01:45.1
Marussia,Russian,01:45.2
McLaren,British,01:45.2
Mercedes,German,01:45.2
"Force India",Indian,01:45.2
Ferrari,Italian,01:45.2
"Red Bull",Austrian,01:45.2
Lotus,Malaysian,01:45.3
Caterham,Malaysian,01:45.3
"Red Bull",Austrian,01:45.3
Virgin,British,01:45.3
Mercedes,German,01:45.3
"Lotus F1",British,01:45.3
HRT,Spanish,01:45.3
"Force India",Indian,01:45.3
Mercedes,German,01:45.3
"Red Bull",Austrian,01:45.3
Mercedes,German,01:45.4
"Haas F1 Team",American,01:45.4
Sauber,Swiss,01:45.4
Ferrari,Italian,01:45.4
McLaren,British,01:45.4
"Spyker MF1",Dutch,01:45.4
Lotus,Malaysian,01:45.4
"Manor Marussia",British,01:45.4
Virgin,British,01:45.4
Mercedes,German,01:45.4
Marussia,Russian,01:45.4
Sauber,Swiss,01:45.4
McLaren,British,01:45.4
Renault,French,01:45.5
Williams,British,01:45.5
Williams,British,01:45.5
Ferrari,Italian,01:45.5
Mercedes,German,01:45.5
"Toro Rosso",Italian,01:45.5
Ferrari,Italian,01:45.5
"Manor Marussia",British,01:45.5
Williams,British,01:45.5
"Toro Rosso",Italian,01:45.5
"Force India",Indian,01:45.6
"Force India",Indian,01:45.6
Williams,British,01:45.6
"Force India",Indian,01:45.6
Sauber,Swiss,01:45.6
Mercedes,German,01:45.6
"Force India",Indian,01:45.6
"Red Bull",Austrian,01:45.6
Ferrari,Italian,01:45.6
Williams,British,01:45.7
Ferrari,Italian,01:45.7
Williams,British,01:45.7
Ferrari,Italian,01:45.7
Renault,French,01:45.7
"Toro Rosso",Italian,01:45.7
"Toro Rosso",Italian,01:45.7
Williams,British,01:45.7
Williams,British,01:45.7
Renault,French,01:45.8
"Force India",Indian,01:45.8
"Force India",Indian,01:45.8
"Force India",Indian,01:45.8
Ferrari,Italian,01:45.8
"Force India",Indian,01:45.8
"Force India",Indian,01:45.9
Renault,French,01:45.9
"Toro Rosso",Italian,01:45.9
"Haas F1 Team",American,01:45.9
"Force India",Indian,01:45.9
Renault,French,01:45.9
"Lotus F1",British,01:45.9
HRT,Spanish,01:45.9
"Toro Rosso",Italian,01:45.9
Lotus,Malaysian,01:46.0
"Toro Rosso",Italian,01:46.0
Sauber,Swiss,01:46.0
McLaren,British,01:46.0
"Force India",Indian,01:46.0
"Manor Marussia",British,01:46.0
Virgin,British,01:46.1
McLaren,British,01:46.1
McLaren,British,01:46.1
"Manor Marussia",British,01:46.1
Lotus,Malaysian,01:46.1
"Toro Rosso",Italian,01:46.1
Ferrari,Italian,01:46.2
"Force India",Indian,01:46.2
"Lotus F1",British,01:46.2
HRT,Spanish,01:46.2
"Manor Marussia",British,01:46.2
Lotus,Malaysian,01:46.2
Renault,French,01:46.2
HRT,Spanish,01:46.2
Sauber,Swiss,01:46.2
"Red Bull",Austrian,01:46.3
McLaren,British,01:46.3
HRT,Spanish,01:46.3
"Lotus F1",British,01:46.3
"Haas F1 Team",American,01:46.3
"Red Bull",Austrian,01:46.3
Sauber,Swiss,01:46.3
Caterham,Malaysian,01:46.4
"Red Bull",Austrian,01:46.4
Virgin,British,01:46.4
HRT,Spanish,01:46.4
"Force India",Indian,01:46.4
Sauber,Swiss,01:46.4
Williams,British,01:46.5
Mercedes,German,01:46.5
Williams,British,01:46.5
HRT,Spanish,01:46.5
Williams,British,01:46.5
Sauber,Swiss,01:46.5
"Toro Rosso",Italian,01:46.5
"Toro Rosso",Italian,01:46.6
Caterham,Malaysian,01:46.6
Virgin,British,01:46.6
Lotus,Malaysian,01:46.6
McLaren,British,01:46.6
Ferrari,Italian,01:46.6
Mercedes,German,01:46.6
McLaren,British,01:46.6
HRT,Spanish,01:46.6
Marussia,Russian,01:46.7
Williams,British,01:46.7
McLaren,British,01:46.7
"Toro Rosso",Italian,01:46.7
"Force India",Indian,01:46.7
Renault,French,01:46.7
McLaren,British,01:46.7
Mercedes,German,01:46.8
Virgin,British,01:46.8
Sauber,Swiss,01:46.8
"Haas F1 Team",American,01:46.8
HRT,Spanish,01:46.8
McLaren,British,01:46.8
Mercedes,German,01:46.9
"Red Bull",Austrian,01:46.9
"BMW Sauber",German,01:46.9
"Force India",Indian,01:47.0
"Red Bull",Austrian,01:47.0
"Toro Rosso",Italian,01:47.0
Williams,British,01:47.0
"Red Bull",Austrian,01:47.0
Toyota,Japanese,01:47.0
Toyota,Japanese,01:47.0
Ferrari,Italian,01:47.0
"Force India",Indian,01:47.1
Ferrari,Italian,01:47.1
Caterham,Malaysian,01:47.1
Lotus,Malaysian,01:47.1
Sauber,Swiss,01:47.1
HRT,Spanish,01:47.1
"Toro Rosso",Italian,01:47.1
Sauber,Swiss,01:47.1
Sauber,Swiss,01:47.1
Williams,British,01:47.1
Sauber,Swiss,01:47.2
Ferrari,Italian,01:47.2
Virgin,British,01:47.2
"Red Bull",Austrian,01:47.2
BAR,British,01:47.2
McLaren,British,01:47.3
"Toro Rosso",Italian,01:47.3
Williams,British,01:47.3
"Red Bull",Austrian,01:47.3
Ferrari,Italian,01:47.3
Williams,British,01:47.3
"BMW Sauber",German,01:47.3
McLaren,British,01:47.3
HRT,Spanish,01:47.4
Caterham,Malaysian,01:47.4
Lotus,Malaysian,01:47.4
"BMW Sauber",German,01:47.4
Ferrari,Italian,01:47.4
Sauber,Swiss,01:47.4
Caterham,Malaysian,01:47.4
Caterham,Malaysian,01:47.5
Jaguar,British,01:47.5
Sauber,Swiss,01:47.5
McLaren,British,01:47.5
"Red Bull",Austrian,01:47.5
"Lotus F1",British,01:47.5
Williams,British,01:47.5
"Haas F1 Team",American,01:47.6
"Haas F1 Team",American,01:47.6
McLaren,British,01:47.6
Renault,French,01:47.6
Toyota,Japanese,01:47.6
"Red Bull",Austrian,01:47.6
"Haas F1 Team",American,01:47.6
Sauber,Swiss,01:47.6
Spyker,Dutch,01:47.6
Williams,British,01:47.6
Marussia,Russian,01:47.6
Sauber,Swiss,01:47.7
Ferrari,Italian,01:47.7
"Force India",Indian,01:47.7
Toyota,Japanese,01:47.7
HRT,Spanish,01:47.7
Sauber,Swiss,01:47.7
Mercedes,German,01:47.7
Marussia,Russian,01:47.7
Ferrari,Italian,01:47.7
Sauber,Swiss,01:47.7
Ferrari,Italian,01:47.7
"BMW Sauber",German,01:47.7
Marussia,Russian,01:47.7
"Red Bull",Austrian,01:47.7
"Force India",Indian,01:47.7
"Red Bull",Austrian,01:47.8
Caterham,Malaysian,01:47.8
Mercedes,German,01:47.8
Williams,British,01:47.8
Toyota,Japanese,01:47.8
"Toro Rosso",Italian,01:47.8
Williams,British,01:47.8
Sauber,Swiss,01:47.8
Williams,British,01:47.8
"Toro Rosso",Italian,01:47.8
"Haas F1 Team",American,01:47.9
"Lotus F1",British,01:47.9
"Force India",Indian,01:47.9
Ferrari,Italian,01:47.9
Sauber,Swiss,01:48.0
Ferrari,Italian,01:48.0
Ferrari,Italian,01:48.0
"Force India",Indian,01:48.0
Renault,French,01:48.0
Honda,Japanese,01:48.1
"Red Bull",Austrian,01:48.1
McLaren,British,01:48.1
Virgin,British,01:48.1
Ferrari,Italian,01:48.1
Williams,British,01:48.2
Ferrari,Italian,01:48.2
HRT,Spanish,01:48.2
"Manor Marussia",British,01:48.2
McLaren,British,01:48.2
McLaren,British,01:48.2
Marussia,Russian,01:48.2
Ferrari,Italian,01:48.2
McLaren,British,01:48.2
Renault,French,01:48.2
Williams,British,01:48.2
HRT,Spanish,01:48.3
McLaren,British,01:48.3
McLaren,British,01:48.3
Marussia,Russian,01:48.3
Brawn,British,01:48.3
Caterham,Malaysian,01:48.3
"Force India",Indian,01:48.3
Brawn,British,01:48.4
Ferrari,Italian,01:48.4
Williams,British,01:48.4
Caterham,Malaysian,01:48.4
"Toro Rosso",Italian,01:48.4
Toyota,Japanese,01:48.4
"Red Bull",Austrian,01:48.4
"Toro Rosso",Italian,01:48.5
McLaren,British,01:48.5
Caterham,Malaysian,01:48.5
McLaren,British,01:48.5
Renault,French,01:48.5
Brawn,British,01:48.6
Renault,French,01:48.6
HRT,Spanish,01:48.6
"Red Bull",Austrian,01:48.6
Renault,French,01:48.6
"BMW Sauber",German,01:48.7
"Toro Rosso",Italian,01:48.7
"Red Bull",Austrian,01:48.7
"BMW Sauber",German,01:48.8
HRT,Spanish,01:48.8
McLaren,British,01:48.8
"Toro Rosso",Italian,01:48.8
Toyota,Japanese,01:48.8
"Toro Rosso",Italian,01:48.8
Sauber,Swiss,01:48.8
"BMW Sauber",German,01:48.9
"Lotus F1",British,01:48.9
Sauber,Swiss,01:48.9
Renault,French,01:48.9
Toyota,Japanese,01:49.0
"BMW Sauber",German,01:49.0
"Toro Rosso",Italian,01:49.0
"Manor Marussia",British,01:49.0
McLaren,British,01:49.1
"Force India",Indian,01:49.1
"Red Bull",Austrian,01:49.1
Marussia,Russian,01:49.1
"Haas F1 Team",American,01:49.1
"Haas F1 Team",American,01:49.1
"BMW Sauber",German,01:49.1
"Toro Rosso",Italian,01:49.1
McLaren,British,01:49.1
Sauber,Swiss,01:49.1
"Red Bull",Austrian,01:49.2
Renault,French,01:49.2
HRT,Spanish,01:49.2
"Force India",Indian,01:49.3
Renault,French,01:49.3
McLaren,British,01:49.3
Renault,French,01:49.3
Renault,French,01:49.3
"Red Bull",Austrian,01:49.3
Mercedes,German,01:49.3
Ferrari,Italian,01:49.4
Williams,British,01:49.4
"Red Bull",Austrian,01:49.4
HRT,Spanish,01:49.4
"Red Bull",Austrian,01:49.5
Renault,French,01:49.6
Williams,British,01:49.6
"Manor Marussia",British,01:49.6
Mercedes,German,01:49.7
"Force India",Indian,01:49.7
"Toro Rosso",Italian,01:49.7
Lotus,Malaysian,01:49.7
McLaren,British,01:49.7
"Red Bull",Austrian,01:49.7
"Toro Rosso",Italian,01:49.7
"Toro Rosso",Italian,01:49.7
"Force India",Indian,01:49.7
"Red Bull",Austrian,01:49.8
Williams,British,01:49.8
Ferrari,Italian,01:49.8
Renault,French,01:49.8
McLaren,British,01:49.9
Mercedes,German,01:49.9
"Red Bull",Austrian,01:49.9
"Force India",Indian,01:49.9
HRT,Spanish,01:49.9
Mercedes,German,01:49.9
"Red Bull",Austrian,01:50.0
Toyota,Japanese,01:50.0
Toyota,Japanese,01:50.0
"Red Bull",Austrian,01:50.0
Ferrari,Italian,01:50.1
McLaren,British,01:50.1
Mercedes,German,01:50.1
Ferrari,Italian,01:50.1
"Red Bull",Austrian,01:50.1
"Red Bull",Austrian,01:50.2
"Lotus F1",British,01:50.2
Ferrari,Italian,01:50.3
Williams,British,01:50.3
"Toro Rosso",Italian,01:50.3
Ferrari,Italian,01:50.3
Honda,Japanese,01:50.3
Mercedes,German,01:50.3
"Toro Rosso",Italian,01:50.3
Toyota,Japanese,01:50.3
McLaren,British,01:50.4
"Red Bull",Austrian,01:50.4
Spyker,Dutch,01:50.4
"Toro Rosso",Italian,01:50.4
Williams,British,01:50.4
Renault,French,01:50.4
Mercedes,German,01:50.4
Mercedes,German,01:50.4
Mercedes,German,01:50.5
Ferrari,Italian,01:50.5
"Force India",Indian,01:50.5
Jordan,Irish,01:50.5
Toyota,Japanese,01:50.5
"Red Bull",Austrian,01:50.5
Williams,British,01:50.5
Ferrari,Italian,01:50.5
"Force India",Indian,01:50.5
"Toro Rosso",Italian,01:50.5
"Manor Marussia",British,01:50.6
"Toro Rosso",Italian,01:50.6
"Toro Rosso",Italian,01:50.7
"Force India",Indian,01:50.7
Williams,British,01:50.7
Honda,Japanese,01:50.7
McLaren,British,01:50.7
Williams,British,01:50.7
Honda,Japanese,01:50.7
"Red Bull",Austrian,01:50.8
Sauber,Swiss,01:50.8
McLaren,British,01:50.8
McLaren,British,01:50.8
"Super Aguri",Japanese,01:50.9
Spyker,Dutch,01:50.9
"Lotus F1",British,01:50.9
Ferrari,Italian,01:50.9
Renault,French,01:50.9
"Toro Rosso",Italian,01:50.9
Mercedes,German,01:50.9
"Red Bull",Austrian,01:50.9
"Force India",Indian,01:51.0
Minardi,Italian,01:51.0
Williams,British,01:51.0
Sauber,Swiss,01:51.0
"Toro Rosso",Italian,01:51.0
Caterham,Malaysian,01:51.0
Caterham,Malaysian,01:51.0
"Red Bull",Austrian,01:51.0
Mercedes,German,01:51.1
Renault,French,01:51.1
"Red Bull",Austrian,01:51.1
"Haas F1 Team",American,01:51.1
Ferrari,Italian,01:51.1
"Lotus F1",British,01:51.1
Ferrari,Italian,01:51.1
Honda,Japanese,01:51.1
"Lotus F1",British,01:51.1
McLaren,British,01:51.2
McLaren,British,01:51.2
"Red Bull",Austrian,01:51.2
Renault,French,01:51.2
Virgin,British,01:51.2
"Manor Marussia",British,01:51.2
Sauber,Swiss,01:51.3
"BMW Sauber",German,01:51.3
Williams,British,01:51.3
Williams,British,01:51.3
"Manor Marussia",British,01:51.4
"Red Bull",Austrian,01:51.4
Ferrari,Italian,01:51.4
"Force India",Indian,01:51.4
"Super Aguri",Japanese,01:51.4
Williams,British,01:51.4
Ferrari,Italian,01:51.4
Williams,British,01:51.5
"Force India",Indian,01:51.5
Toyota,Japanese,01:51.5
Marussia,Russian,01:51.5
McLaren,British,01:51.6
Ferrari,Italian,01:51.6
"Toro Rosso",Italian,01:51.6
Sauber,Swiss,01:51.6
Spyker,Dutch,01:51.6
Mercedes,German,01:51.6
Mercedes,German,01:51.6
Mercedes,German,01:51.6
Williams,British,01:51.6
Renault,French,01:51.6
McLaren,British,01:51.6
Mercedes,German,01:51.6
Renault,French,01:51.7
McLaren,British,01:51.7
Sauber,Swiss,01:51.7
Mercedes,German,01:51.7
Mercedes,German,01:51.7
McLaren,British,01:51.7
Sauber,Swiss,01:51.7
"Manor Marussia",British,01:51.7
"Force India",Indian,01:51.7
Williams,British,01:51.7
Sauber,Swiss,01:51.7
McLaren,British,01:51.7
Renault,French,01:51.8
Mercedes,German,01:51.8
"Toro Rosso",Italian,01:51.8
"Super Aguri",Japanese,01:51.8
Sauber,Swiss,01:51.8
"Red Bull",Austrian,01:51.9
"Toro Rosso",Italian,01:51.9
McLaren,British,01:51.9
Williams,British,01:51.9
Mercedes,German,01:51.9
Renault,French,01:51.9
Sauber,Swiss,01:52.0
"Force India",Indian,01:52.0
Williams,British,01:52.0
"Manor Marussia",British,01:52.0
"Force India",Indian,01:52.0
"Toro Rosso",Italian,01:52.0
"Toro Rosso",Italian,01:52.1
Ferrari,Italian,01:52.1
Honda,Japanese,01:52.1
"Red Bull",Austrian,01:52.1
Ferrari,Italian,01:52.1
McLaren,British,01:52.2
McLaren,British,01:52.2
"Red Bull",Austrian,01:52.2
"Toro Rosso",Italian,01:52.2
Sauber,Swiss,01:52.2
Williams,British,01:52.2
"Force India",Indian,01:52.2
Ferrari,Italian,01:52.2
HRT,Spanish,01:52.2
"Toro Rosso",Italian,01:52.3
Williams,British,01:52.3
Mercedes,German,01:52.3
"Force India",Indian,01:52.3
Mercedes,German,01:52.4
Sauber,Swiss,01:52.4
"Lotus F1",British,01:52.4
Ferrari,Italian,01:52.4
Renault,French,01:52.4
"Red Bull",Austrian,01:52.5
"Lotus F1",British,01:52.5
Virgin,British,01:52.5
Sauber,Swiss,01:52.5
Mercedes,German,01:52.5
Williams,British,01:52.5
"Toro Rosso",Italian,01:52.5
Caterham,Malaysian,01:52.5
Williams,British,01:52.5
Mercedes,German,01:52.5
"Force India",Indian,01:52.5
"Red Bull",Austrian,01:52.5
Sauber,Swiss,01:52.5
Sauber,Swiss,01:52.5
McLaren,British,01:52.6
Mercedes,German,01:52.6
Sauber,Swiss,01:52.6
"Red Bull",Austrian,01:52.6
"Force India",Indian,01:52.6
"Force India",Indian,01:52.6
Ferrari,Italian,01:52.6
"Force India",Indian,01:52.6
"Red Bull",Austrian,01:52.6
Williams,British,01:52.6
Ferrari,Italian,01:52.6
"Red Bull",Austrian,01:52.6
Brawn,British,01:52.6
Toyota,Japanese,01:52.7
Williams,British,01:52.7
Ferrari,Italian,01:52.7
Williams,British,01:52.7
Ferrari,Italian,01:52.7
"Toro Rosso",Italian,01:52.7
Williams,British,01:52.8
"Force India",Indian,01:52.8
Sauber,Swiss,01:52.8
"Force India",Indian,01:52.8
Marussia,Russian,01:52.9
"Force India",Indian,01:52.9
McLaren,British,01:52.9
Ferrari,Italian,01:52.9
Renault,French,01:53.0
"Red Bull",Austrian,01:53.0
"Toro Rosso",Italian,01:53.0
"Red Bull",Austrian,01:53.0
Marussia,Russian,01:53.0
"Red Bull",Austrian,01:53.0
"Red Bull",Austrian,01:53.0
"Toro Rosso",Italian,01:53.1
Lotus,Malaysian,01:53.1
Sauber,Swiss,01:53.1
Sauber,Swiss,01:53.1
Mercedes,German,01:53.1
Mercedes,German,01:53.1
"Toro Rosso",Italian,01:53.1
Virgin,British,01:53.2
Williams,British,01:53.2
"Force India",Indian,01:53.2
"Toro Rosso",Italian,01:53.2
"Lotus F1",British,01:53.2
BAR,British,01:53.3
Williams,British,01:53.3
"Red Bull",Austrian,01:53.3
Renault,French,01:53.3
McLaren,British,01:53.3
Sauber,Swiss,01:53.3
"Toro Rosso",Italian,01:53.3
"Toro Rosso",Italian,01:53.3
"Force India",Indian,01:53.4
Williams,British,01:53.4
Ferrari,Italian,01:53.5
Williams,British,01:53.5
Mercedes,German,01:53.5
"Toro Rosso",Italian,01:53.5
"Toro Rosso",Italian,01:53.5
"Force India",Indian,01:53.5
McLaren,British,01:53.5
McLaren,British,01:53.5
Brawn,British,01:53.5
McLaren,British,01:53.5
Ferrari,Italian,01:53.5
Marussia,Russian,01:53.5
"Lotus F1",British,01:53.5
"Force India",Indian,01:53.6
Williams,British,01:53.6
"Toro Rosso",Italian,01:53.6
"Force India",Indian,01:53.6
Virgin,British,01:53.6
"Lotus F1",British,01:53.6
Renault,French,01:53.6
McLaren,British,01:53.7
Williams,British,01:53.7
"Lotus F1",British,01:53.7
Mercedes,German,01:53.7
"Toro Rosso",Italian,01:53.7
McLaren,British,01:53.7
"Red Bull",Austrian,01:53.7
Marussia,Russian,01:53.8
"Lotus F1",British,01:53.8
Renault,French,01:53.8
"Haas F1 Team",American,01:53.8
McLaren,British,01:53.8
"Force India",Indian,01:53.8
"Red Bull",Austrian,01:53.8
Ferrari,Italian,01:53.9
Mercedes,German,01:53.9
"Force India",Indian,01:53.9
Sauber,Swiss,01:53.9
Sauber,Swiss,01:53.9
Sauber,Swiss,01:54.0
"Toro Rosso",Italian,01:54.0
Caterham,Malaysian,01:54.0
Sauber,Swiss,01:54.0
Sauber,Swiss,01:54.0
Ferrari,Italian,01:54.0
"Toro Rosso",Italian,01:54.0
Sauber,Swiss,01:54.0
Ferrari,Italian,01:54.1
Lotus,Malaysian,01:54.1
Williams,British,01:54.1
"Lotus F1",British,01:54.1
Williams,British,01:54.1
Williams,British,01:54.1
Lotus,Malaysian,01:54.1
"BMW Sauber",German,01:54.2
"Force India",Indian,01:54.2
McLaren,British,01:54.2
Sauber,Swiss,01:54.2
"Toro Rosso",Italian,01:54.2
"Red Bull",Austrian,01:54.2
Williams,British,01:54.2
Renault,French,01:54.2
Sauber,Swiss,01:54.3
"Haas F1 Team",American,01:54.3
McLaren,British,01:54.3
Williams,British,01:54.3
"Toro Rosso",Italian,01:54.3
Mercedes,German,01:54.4
"Force India",Indian,01:54.5
Renault,French,01:54.5
Ferrari,Italian,01:54.5
McLaren,British,01:54.5
McLaren,British,01:54.5
Williams,British,01:54.6
"Force India",Indian,01:54.6
"Toro Rosso",Italian,01:54.6
"Toro Rosso",Italian,01:54.6
Sauber,Swiss,01:54.6
Lotus,Malaysian,01:54.6
"Force India",Indian,01:54.6
"Lotus F1",British,01:54.7
Caterham,Malaysian,01:54.7
"Toro Rosso",Italian,01:54.7
McLaren,British,01:54.7
"Force India",Indian,01:54.8
"Lotus F1",British,01:54.8
"Force India",Indian,01:54.8
"Force India",Indian,01:54.8
Marussia,Russian,01:54.9
Marussia,Russian,01:54.9
Lotus,Malaysian,01:55.0
Williams,British,01:55.1
Lotus,Malaysian,01:55.1
Caterham,Malaysian,01:55.1
Caterham,Malaysian,01:55.2
Marussia,Russian,01:55.2
Williams,British,01:55.2
"Lotus F1",British,01:55.3
Virgin,British,01:55.3
"BMW Sauber",German,01:55.3
Ferrari,Italian,01:55.3
"Manor Marussia",British,01:55.3
Caterham,Malaysian,01:55.4
Ferrari,Italian,01:55.4
Sauber,Swiss,01:55.4
McLaren,British,01:55.5
Renault,French,01:55.5
HRT,Spanish,01:55.5
McLaren,British,01:55.5
Lotus,Malaysian,01:55.5
"Haas F1 Team",American,01:55.5
Caterham,Malaysian,01:55.6
Sauber,Swiss,01:55.6
McLaren,British,01:55.6
"Lotus F1",British,01:55.6
"Manor Marussia",British,01:55.7
Sauber,Swiss,01:55.7
Virgin,British,01:55.7
Lotus,Malaysian,01:55.8
Sauber,Swiss,01:55.8
Caterham,Malaysian,01:55.9
"Manor Marussia",British,01:55.9
Jordan,Irish,01:55.9
McLaren,British,01:56.0
Marussia,Russian,01:56.0
Mercedes,German,01:56.0
Marussia,Russian,01:56.1
Renault,French,01:56.1
"Force India",Indian,01:56.2
Sauber,Swiss,01:56.2
Williams,British,01:56.2
Virgin,British,01:56.3
Marussia,Russian,01:56.3
"Red Bull",Austrian,01:56.3
Lotus,Malaysian,01:56.4
Marussia,Russian,01:56.5
Ferrari,Italian,01:56.5
Caterham,Malaysian,01:56.5
Virgin,British,01:56.5
Marussia,Russian,01:56.5
Renault,French,01:56.6
Caterham,Malaysian,01:56.7
Mercedes,German,01:56.8
"Toro Rosso",Italian,01:56.8
"Toro Rosso",Italian,01:56.8
Marussia,Russian,01:57.0
Toyota,Japanese,01:57.0
Renault,French,01:57.1
Lotus,Malaysian,01:57.1
Renault,French,01:57.2
Caterham,Malaysian,01:57.3
HRT,Spanish,01:57.3
Ferrari,Italian,01:57.4
BAR,British,01:57.5
Williams,British,01:57.5
Sauber,Swiss,01:57.7
HRT,Spanish,01:57.7
HRT,Spanish,01:57.8
Jordan,Irish,01:57.9
Marussia,Russian,01:57.9
HRT,Spanish,01:58.0
"Manor Marussia",British,01:58.1
HRT,Spanish,01:58.1
Virgin,British,01:58.1
"Manor Marussia",British,01:58.2
HRT,Spanish,01:58.3
Ferrari,Italian,01:58.3
HRT,Spanish,01:58.3
Sauber,Swiss,01:58.4
HRT,Spanish,01:58.5
"Red Bull",Austrian,01:58.5
Renault,French,01:58.5
Virgin,British,01:58.7
HRT,Spanish,01:59.1
HRT,Spanish,01:59.1
HRT,Spanish,01:59.3
"Force India",Indian,01:59.4
"Red Bull",Austrian,01:59.5
"Red Bull",Austrian,01:59.5
McLaren,British,01:59.6
"Lotus F1",British,01:59.6
Ferrari,Italian,01:59.7
Williams,British,01:59.8
HRT,Spanish,01:59.8
"Force India",Indian,01:59.9
"Toro Rosso",Italian,02:00.0
McLaren,British,02:00.0
"Red Bull",Austrian,02:00.0
"Toro Rosso",Italian,02:00.1
"Red Bull",Austrian,02:00.2
Mercedes,German,02:00.2
Mercedes,German,02:00.2
Sauber,Swiss,02:00.3
Toyota,Japanese,02:00.3
Virgin,British,02:00.4
Renault,French,02:00.5
Mercedes,German,02:00.7
Minardi,Italian,02:01.1
Williams,British,02:01.4
Minardi,Italian,02:01.6
Sauber,Swiss,02:01.6
Virgin,British,02:02.6
Renault,French,02:02.7
Lotus,Malaysian,02:02.7
Lotus,Malaysian,02:02.9
Renault,French,02:04.3
Honda,Japanese,02:04.7
Sauber,Swiss,02:05.0
Lotus,Malaysian,02:05.2
Williams,British,02:05.6
Ferrari,Italian,02:06.5
Virgin,British,02:07.1
"Super Aguri",Japanese,02:07.7
"Lotus F1",British,02:08.5
Virgin,British,02:09.0
HRT,Spanish,02:09.1
Virgin,British,02:09.4
Lotus,Malaysian,02:10.4
"Toro Rosso",Italian,02:10.5
McLaren,British,02:13.6
McLaren,British,02:14.3
Lotus,Malaysian,02:14.5
Sauber,Swiss,02:15.3
Honda,Japanese,02:20.0
HRT,Spanish,02:20.2
"Toro Rosso",Italian,02:20.8
"Red Bull",Austrian,02:24.5
Spyker,Dutch,02:25.8
HRT,Spanish,02:27.3
Williams,British,02:31.9
Toyota,Japanese,02:39.6
Renault,French,02:41.4
"Manor Marussia",British,02:48.8
Williams,British,02:50.9
Williams,British,02:56.2
"Toro Rosso",Italian,03:01.9
"Toro Rosso",Italian,03:22.3
